"1-708840281;""34"";""3"";""4"";""Low"";""PROD279"";""1-2-3-4"";""2012-04-04"";""2012-05-08"""
"1-709073301;""36"";""2"";""3"";""Low"";""PROD424"";""1-2-3"";""2012-04-05"";""2012-05-11"""
"1-709502283;""35"";""4"";""5"";""Low"";""PROD683"";""1-2-3-4-5"";""2012-04-05"";""2012-05-10"""
"1-709505128;""35"";""5"";""5"";""Low"";""PROD455"";""1-2-3-4-5-3"";""2012-04-05"";""2012-05-10"""
"1-709544188;""36"";""6"";""6"";""Low"";""PROD583"";""1-2-3-4-5-4-6"";""2012-04-05"";""2012-05-11"""
"1-709557170;""32"";""2"";""3"";""Low"";""PROD424"";""1-2-3"";""2012-04-05"";""2012-05-07"""
"1-709707903;""28"";""3"";""3"";""Low"";""PROD262"";""1-2-3-2"";""2012-04-05"";""2012-05-03"""
"1-709769982;""35"";""2"";""3"";""Low"";""PROD695"";""1-2-3"";""2012-04-05"";""2012-05-10"""
"1-709804068;""40"";""2"";""3"";""Low"";""PROD509"";""1-2-3"";""2012-04-05"";""2012-05-15"""
"1-709831036;""36"";""4"";""5"";""Low"";""PROD464"";""1-2-3-4-5"";""2012-04-05"";""2012-05-11"""
"1-709844441;""32"";""3"";""4"";""Low"";""PROD379"";""1-2-3-4"";""2012-04-06"";""2012-05-08"""
"1-710083211;""36"";""6"";""7"";""Low"";""PROD424"";""1-2-3-4-5-6-7"";""2012-04-06"";""2012-05-12"""
"1-710133933;""39"";""1"";""2"";""Low"";""PROD518"";""1-2"";""2012-04-06"";""2012-05-15"""
"1-710177495;""47"";""13"";""9"";""Low"";""PROD646"";""1-2-3-4-3-4-2-5-6-3-7-6-8-9"";""2012-04-06"";""2012-05-23"""
"1-712880822;""22"";""10"";""7"";""Low"";""PROD494"";""1-2-3-1-4-3-5-1-6-7-5"";""2012-04-09"";""2012-05-01"""
"1-712891909;""32"";""2"";""3"";""Low"";""PROD261"";""1-2-3"";""2012-04-09"";""2012-05-11"""
"1-712901719;""33"";""2"";""2"";""Low"";""PROD104"";""1-2-1"";""2012-04-09"";""2012-05-12"""
"1-712916847;""24"";""3"";""3"";""Low"";""PROD274"";""1-2-1-3"";""2012-04-09"";""2012-05-03"""
"1-712916876;""24"";""3"";""3"";""Low"";""PROD274"";""1-2-1-3"";""2012-04-09"";""2012-05-03"""
"1-712942400;""24"";""8"";""6"";""Low"";""PROD553"";""1-2-3-4-3-5-6-5-3"";""2012-04-09"";""2012-05-03"""
"1-712979761;""26"";""1"";""2"";""Low"";""PROD424"";""1-2"";""2012-04-09"";""2012-05-05"""
"1-713046754;""43"";""2"";""3"";""Low"";""PROD607"";""1-2-3"";""2012-04-10"";""2012-05-23"""
"1-713472354;""25"";""8"";""8"";""Low"";""PROD581"";""1-2-3-4-5-6-7-5-8"";""2012-04-10"";""2012-05-05"""
"1-715404545;""32"";""3"";""4"";""Low"";""PROD256"";""1-2-3-4"";""2012-04-10"";""2012-05-12"""
"1-715416221;""24"";""25"";""22"";""Low"";""PROD788"";""1-2-3-4-5-6-7-8-6-9-10-11-3-4-12-13-14-15-16-17-18-19-2-20-21-22"";""2012-04-10"";""2012-05-04"""
"1-715439170;""36"";""6"";""7"";""Low"";""PROD494"";""1-2-3-4-5-6-7"";""2012-04-10"";""2012-05-16"""
"1-715505758;""35"";""3"";""4"";""Low"";""PROD455"";""1-2-3-4"";""2012-04-10"";""2012-05-15"""
"1-715641871;""30"";""5"";""5"";""Low"";""PROD308"";""1-2-3-4-5-1"";""2012-04-10"";""2012-05-10"""
"1-715642734;""32"";""1"";""2"";""Low"";""PROD153"";""1-2"";""2012-04-10"";""2012-05-12"""
"1-715658220;""25"";""9"";""10"";""Low"";""PROD424"";""1-2-3-4-5-6-7-8-9-10"";""2012-04-10"";""2012-05-05"""
"1-715704641;""43"";""2"";""3"";""Low"";""PROD261"";""1-2-3"";""2012-04-10"";""2012-05-23"""
"1-715713221;""35"";""6"";""6"";""Low"";""PROD611"";""1-2-3-1-4-5-6"";""2012-04-10"";""2012-05-15"""
"1-715724341;""23"";""5"";""5"";""Low"";""PROD749"";""1-2-3-4-2-5"";""2012-04-10"";""2012-05-03"""
"1-715753705;""32"";""5"";""5"";""Low"";""PROD422"";""1-2-3-4-2-5"";""2012-04-10"";""2012-05-12"""
"1-715780861;""23"";""2"";""3"";""Low"";""PROD325"";""1-2-3"";""2012-04-10"";""2012-05-03"""
"1-715819222;""25"";""1"";""2"";""Low"";""PROD566"";""1-2"";""2012-04-10"";""2012-05-05"""
"1-715860853;""35"";""5"";""6"";""Low"";""PROD597"";""1-2-3-4-5-6"";""2012-04-10"";""2012-05-15"""
"1-716035538;""24"";""13"";""10"";""Low"";""PROD196"";""1-2-3-4-5-6-3-4-5-7-8-4-9-10"";""2012-04-11"";""2012-05-05"""
"1-716202992;""30"";""1"";""2"";""Low"";""PROD123"";""1-2"";""2012-04-11"";""2012-05-11"""
"1-716221928;""27"";""7"";""7"";""Low"";""PROD814"";""1-2-3-4-5-6-3-7"";""2012-04-11"";""2012-05-08"""
"1-716234193;""29"";""1"";""2"";""Low"";""PROD424"";""1-2"";""2012-04-11"";""2012-05-10"""
"1-716331563;""29"";""5"";""5"";""Low"";""PROD455"";""1-2-3-4-5-3"";""2012-04-11"";""2012-05-10"""
"1-716381288;""30"";""9"";""10"";""Low"";""PROD261"";""1-2-3-4-5-6-7-8-9-10"";""2012-04-11"";""2012-05-11"""
"1-716409968;""42"";""1"";""2"";""Low"";""PROD267"";""1-2"";""2012-04-11"";""2012-05-23"""
"1-716410137;""42"";""1"";""2"";""Low"";""PROD424"";""1-2"";""2012-04-11"";""2012-05-23"""
"1-716410529;""29"";""1"";""2"";""Low"";""PROD494"";""1-2"";""2012-04-11"";""2012-05-10"""
"1-716445231;""30"";""10"";""10"";""Low"";""PROD499"";""1-2-3-4-5-6-7-8-9-5-10"";""2012-04-11"";""2012-05-11"""
"1-716584541;""23"";""8"";""6"";""Low"";""PROD314"";""1-2-3-4-2-3-5-6-3"";""2012-04-12"";""2012-05-05"""
"1-716689691;""21"";""4"";""5"";""Low"";""PROD494"";""1-2-3-4-5"";""2012-04-12"";""2012-05-03"""
"1-716962496;""20"";""7"";""7"";""Low"";""PROD424"";""1-2-3-4-5-6-5-7"";""2012-04-12"";""2012-05-02"""
"1-717021893;""33"";""1"";""2"";""Low"";""PROD261"";""1-2"";""2012-04-12"";""2012-05-15"""
"1-717027282;""28"";""9"";""7"";""Low"";""PROD424"";""1-2-3-4-5-6-7-6-4-5"";""2012-04-12"";""2012-05-10"""
"1-717067711;""28"";""4"";""5"";""Low"";""PROD424"";""1-2-3-4-5"";""2012-04-12"";""2012-05-10"""
"1-717113861;""26"";""5"";""4"";""Low"";""PROD424"";""1-2-3-1-4-3"";""2012-04-12"";""2012-05-08"""
"1-717126508;""34"";""4"";""5"";""Low"";""PROD552"";""1-2-3-4-5"";""2012-04-12"";""2012-05-16"""
"1-717197709;""22"";""3"";""3"";""Low"";""PROD237"";""1-2-1-3"";""2012-04-12"";""2012-05-04"""
"1-717207263;""29"";""1"";""2"";""Low"";""PROD13"";""1-2"";""2012-04-12"";""2012-05-11"""
"1-717228961;""22"";""1"";""2"";""Low"";""PROD253"";""1-2"";""2012-04-12"";""2012-05-04"""
"1-717333026;""41"";""2"";""2"";""Low"";""PROD279"";""1-2-1"";""2012-04-12"";""2012-05-23"""
"1-717419109;""30"";""2"";""3"";""Low"";""PROD50"";""1-2-3"";""2012-04-12"";""2012-05-12"""
"1-717431477;""33"";""1"";""2"";""Low"";""PROD348"";""1-2"";""2012-04-13"";""2012-05-16"""
"1-717446378;""18"";""7"";""7"";""Low"";""PROD424"";""1-2-3-4-5-6-5-7"";""2012-04-13"";""2012-05-01"""
"1-717491930;""19"";""1"";""2"";""Low"";""PROD424"";""1-2"";""2012-04-13"";""2012-05-02"""
"1-717714208;""28"";""4"";""5"";""Low"";""PROD494"";""1-2-3-4-5"";""2012-04-13"";""2012-05-11"""
"1-717720404;""19"";""5"";""6"";""Low"";""PROD424"";""1-2-3-4-5-6"";""2012-04-13"";""2012-05-02"""
"1-717726137;""33"";""1"";""2"";""Low"";""PROD455"";""1-2"";""2012-04-13"";""2012-05-16"""
"1-717764374;""28"";""1"";""2"";""Low"";""PROD243"";""1-2"";""2012-04-13"";""2012-05-11"""
"1-717795233;""27"";""1"";""2"";""Low"";""PROD704"";""1-2"";""2012-04-13"";""2012-05-10"""
"1-717843904;""28"";""13"";""9"";""Low"";""PROD237"";""1-2-3-1-4-5-4-6-7-8-6-8-4-9"";""2012-04-13"";""2012-05-11"""
"1-717901005;""28"";""2"";""3"";""Low"";""PROD261"";""1-2-3"";""2012-04-13"";""2012-05-11"""
"1-717954369;""26"";""1"";""2"";""Low"";""PROD424"";""1-2"";""2012-04-13"";""2012-05-09"""
"1-717977915;""21"";""2"";""3"";""Low"";""PROD267"";""1-2-3"";""2012-04-13"";""2012-05-04"""
"1-718004998;""22"";""3"";""3"";""Low"";""PROD274"";""1-2-3-1"";""2012-04-13"";""2012-05-05"""
"1-718005400;""33"";""4"";""5"";""Low"";""PROD408"";""1-2-3-4-5"";""2012-04-13"";""2012-05-16"""
"1-718028943;""27"";""13"";""9"";""Low"";""PROD258"";""1-2-3-1-4-2-3-1-5-6-7-1-8-9"";""2012-04-13"";""2012-05-10"""
"1-718043945;""27"";""1"";""2"";""Low"";""PROD494"";""1-2"";""2012-04-13"";""2012-05-10"""
"1-718100518;""25"";""12"";""8"";""Low"";""PROD518"";""1-2-3-4-1-5-3-6-1-2-7-8-5"";""2012-04-13"";""2012-05-08"""
"1-718132991;""33"";""5"";""6"";""Low"";""PROD494"";""1-2-3-4-5-6"";""2012-04-13"";""2012-05-16"""
"1-718133341;""17"";""2"";""3"";""Low"";""PROD825"";""1-2-3"";""2012-04-16"";""2012-05-03"""
"1-718151332;""22"";""13"";""9"";""Low"";""PROD494"";""1-2-3-4-5-6-7-8-3-9-7-3-9-7"";""2012-04-13"";""2012-05-05"""
"1-718915746;""25"";""11"";""10"";""Low"";""PROD742"";""1-2-3-4-5-6-7-4-3-8-9-10"";""2012-04-16"";""2012-05-11"""
"1-718977997;""25"";""3"";""3"";""Low"";""PROD199"";""1-2-3-2"";""2012-04-16"";""2012-05-11"""
"1-719009547;""23"";""2"";""3"";""Low"";""PROD424"";""1-2-3"";""2012-04-16"";""2012-05-09"""
"1-719035508;""26"";""5"";""5"";""Low"";""PROD253"";""1-2-3-4-2-5"";""2012-04-16"";""2012-05-12"""
"1-719069585;""17"";""1"";""2"";""Low"";""PROD698"";""1-2"";""2012-04-16"";""2012-05-03"""
"1-719110506;""24"";""6"";""5"";""Low"";""PROD279"";""1-2-3-4-3-2-5"";""2012-04-16"";""2012-05-10"""
"1-719156663;""24"";""12"";""9"";""Low"";""PROD424"";""1-2-3-4-5-6-7-5-8-4-5-3-9"";""2012-04-16"";""2012-05-10"""
"1-719171221;""26"";""3"";""4"";""Low"";""PROD104"";""1-2-3-4"";""2012-04-16"";""2012-05-12"""
"1-719171831;""23"";""9"";""8"";""Low"";""PROD454"";""1-2-3-4-5-6-7-4-8-6"";""2012-04-16"";""2012-05-09"""
"1-719204935;""25"";""5"";""3"";""Low"";""PROD31"";""1-2-3-2-3-1"";""2012-04-16"";""2012-05-11"""
"1-719232890;""37"";""7"";""6"";""Low"";""PROD253"";""1-2-3-4-2-5-2-6"";""2012-04-16"";""2012-05-23"""
"1-719257516;""26"";""2"";""3"";""Low"";""PROD261"";""1-2-3"";""2012-04-16"";""2012-05-12"""
"1-719278453;""24"";""3"";""4"";""Low"";""PROD262"";""1-2-3-4"";""2012-04-16"";""2012-05-10"""
"1-719283506;""30"";""1"";""2"";""Low"";""PROD262"";""1-2"";""2012-04-16"";""2012-05-16"""
"1-719317155;""29"";""4"";""3"";""Low"";""PROD518"";""1-2-3-1-2"";""2012-04-16"";""2012-05-15"""
"1-719401266;""24"";""8"";""7"";""Low"";""PROD3"";""1-2-3-4-5-6-7-5-6"";""2012-04-16"";""2012-05-10"""
"1-719417071;""24"";""2"";""3"";""Low"";""PROD611"";""1-2-3"";""2012-04-16"";""2012-05-10"""
"1-719494184;""26"";""8"";""9"";""Low"";""PROD423"";""1-2-3-4-5-6-7-8-9"";""2012-04-16"";""2012-05-12"""
"1-719545691;""23"";""18"";""6"";""Low"";""PROD510"";""1-2-3-1-2-3-1-4-5-1-6-5-1-6-5-1-6-5-1"";""2012-04-17"";""2012-05-10"""
"1-719557568;""28"";""10"";""5"";""Low"";""PROD746"";""1-2-3-1-2-3-1-2-3-4-5"";""2012-04-17"";""2012-05-15"""
"1-719557848;""17"";""9"";""9"";""Low"";""PROD424"";""1-2-3-4-5-6-7-8-9-7"";""2012-04-17"";""2012-05-04"""
"1-719562894;""24"";""6"";""7"";""Low"";""PROD253"";""1-2-3-4-5-6-7"";""2012-04-17"";""2012-05-11"""
"1-719564142;""29"";""6"";""7"";""Low"";""PROD423"";""1-2-3-4-5-6-7"";""2012-04-17"";""2012-05-16"""
"1-719570805;""24"";""6"";""6"";""Low"";""PROD494"";""1-2-3-4-1-5-6"";""2012-04-17"";""2012-05-11"""
"1-719604235;""16"";""3"";""4"";""Low"";""PROD196"";""1-2-3-4"";""2012-04-17"";""2012-05-03"""
"1-719999107;""23"";""3"";""3"";""Low"";""PROD424"";""1-2-3-2"";""2012-04-17"";""2012-05-10"""
"1-719999555;""16"";""2"";""3"";""Low"";""PROD424"";""1-2-3"";""2012-04-17"";""2012-05-03"""
"1-720016461;""23"";""1"";""2"";""Low"";""PROD243"";""1-2"";""2012-04-17"";""2012-05-10"""
"1-720038450;""35"";""11"";""12"";""Low"";""PROD424"";""1-2-3-4-5-6-7-8-9-10-11-12"";""2012-04-17"";""2012-05-22"""
"1-720050050;""21"";""5"";""6"";""Low"";""PROD66"";""1-2-3-4-5-6"";""2012-04-17"";""2012-05-08"""
"1-720058448;""29"";""8"";""9"";""Low"";""PROD424"";""1-2-3-4-5-6-7-8-9"";""2012-04-17"";""2012-05-16"""
"1-720113580;""24"";""6"";""6"";""Low"";""PROD494"";""1-2-3-1-4-5-6"";""2012-04-17"";""2012-05-11"""
"1-720123132;""29"";""12"";""9"";""Low"";""PROD207"";""1-2-3-1-2-4-5-2-6-7-5-8-9"";""2012-04-17"";""2012-05-16"""
"1-720132322;""24"";""4"";""5"";""Low"";""PROD253"";""1-2-3-4-5"";""2012-04-17"";""2012-05-11"""
"1-720139895;""28"";""1"";""2"";""Low"";""PROD262"";""1-2"";""2012-04-17"";""2012-05-15"""
"1-720183338;""23"";""6"";""6"";""Low"";""PROD261"";""1-2-3-4-1-5-6"";""2012-04-17"";""2012-05-10"""
"1-720204222;""25"";""5"";""5"";""Low"";""PROD424"";""1-2-3-1-4-5"";""2012-04-17"";""2012-05-12"""
"1-720206203;""16"";""5"";""5"";""Low"";""PROD279"";""1-2-3-4-2-5"";""2012-04-17"";""2012-05-03"""
"1-720210419;""17"";""1"";""2"";""Low"";""PROD267"";""1-2"";""2012-04-17"";""2012-05-04"""
"1-720236793;""18"";""3"";""3"";""Low"";""PROD274"";""1-2-1-3"";""2012-04-17"";""2012-05-05"""
"1-720238081;""28"";""2"";""3"";""Low"";""PROD379"";""1-2-3"";""2012-04-17"";""2012-05-15"""
"1-720238521;""24"";""3"";""4"";""Low"";""PROD66"";""1-2-3-4"";""2012-04-17"";""2012-05-11"""
"1-720293692;""22"";""2"";""3"";""Low"";""PROD424"";""1-2-3"";""2012-04-17"";""2012-05-09"""
"1-720303301;""28"";""4"";""4"";""Low"";""PROD455"";""1-2-3-4-2"";""2012-04-17"";""2012-05-15"""
"1-720344447;""23"";""3"";""4"";""Low"";""PROD321"";""1-2-3-4"";""2012-04-17"";""2012-05-10"""
"1-720382341;""23"";""3"";""4"";""Low"";""PROD424"";""1-2-3-4"";""2012-04-17"";""2012-05-10"""
"1-720397707;""23"";""7"";""7"";""Low"";""PROD262"";""1-2-3-4-5-6-2-7"";""2012-04-17"";""2012-05-10"""
"1-720413010;""29"";""1"";""2"";""Low"";""PROD203"";""1-2"";""2012-04-17"";""2012-05-16"""
"1-720444903;""29"";""7"";""7"";""Low"";""PROD423"";""1-2-3-4-5-3-6-7"";""2012-04-17"";""2012-05-16"""
"1-720467504;""36"";""7"";""5"";""Low"";""PROD245"";""1-2-3-2-4-2-3-5"";""2012-04-17"";""2012-05-23"""
"1-720480174;""22"";""3"";""4"";""Low"";""PROD364"";""1-2-3-4"";""2012-04-17"";""2012-05-09"""
"1-720602934;""22"";""4"";""5"";""Low"";""PROD618"";""1-2-3-4-5"";""2012-04-17"";""2012-05-09"""
"1-722011393;""23"";""3"";""4"";""Low"";""PROD698"";""1-2-3-4"";""2012-04-18"";""2012-05-11"""
"1-722019330;""24"";""5"";""6"";""Low"";""PROD424"";""1-2-3-4-5-6"";""2012-04-18"";""2012-05-12"""
"1-722031971;""17"";""7"";""7"";""Low"";""PROD424"";""1-2-3-4-5-6-7-3"";""2012-04-18"";""2012-05-05"""
"1-722036421;""15"";""1"";""2"";""Low"";""PROD551"";""1-2"";""2012-04-18"";""2012-05-03"""
"1-722043575;""23"";""7"";""7"";""Low"";""PROD205"";""1-2-3-4-5-2-6-7"";""2012-04-18"";""2012-05-11"""
"1-722053011;""28"";""1"";""2"";""Low"";""PROD370"";""1-2"";""2012-04-18"";""2012-05-16"""
"1-722064650;""15"";""10"";""9"";""Low"";""PROD424"";""1-2-3-4-2-5-6-7-8-9-1"";""2012-04-18"";""2012-05-03"""
"1-722100455;""20"";""2"";""3"";""Low"";""PROD425"";""1-2-3"";""2012-04-18"";""2012-05-08"""
"1-722103115;""23"";""3"";""4"";""Low"";""PROD42"";""1-2-3-4"";""2012-04-18"";""2012-05-11"""
"1-722135071;""27"";""12"";""9"";""Low"";""PROD642"";""1-2-3-4-5-6-7-5-8-1-5-8-9"";""2012-04-18"";""2012-05-15"""
"1-722180065;""34"";""3"";""4"";""Low"";""PROD243"";""1-2-3-4"";""2012-04-18"";""2012-05-22"""
"1-722195560;""24"";""6"";""6"";""Low"";""PROD631"";""1-2-3-4-5-3-6"";""2012-04-18"";""2012-05-12"""
"1-722199228;""20"";""1"";""2"";""Low"";""PROD214"";""1-2"";""2012-04-18"";""2012-05-08"""
"1-722223033;""23"";""3"";""4"";""Low"";""PROD262"";""1-2-3-4"";""2012-04-18"";""2012-05-11"""
"1-722240826;""23"";""1"";""2"";""Low"";""PROD401"";""1-2"";""2012-04-18"";""2012-05-11"""
"1-722261790;""23"";""1"";""2"";""Low"";""PROD243"";""1-2"";""2012-04-18"";""2012-05-11"""
"1-722306467;""35"";""1"";""2"";""Low"";""PROD253"";""1-2"";""2012-04-18"";""2012-05-23"""
"1-722332101;""17"";""5"";""4"";""Low"";""PROD321"";""1-2-3-1-3-4"";""2012-04-18"";""2012-05-05"""
"1-722388008;""23"";""4"";""4"";""Low"";""PROD424"";""1-2-3-4-2"";""2012-04-18"";""2012-05-11"""
"1-722393548;""28"";""4"";""4"";""Low"";""PROD455"";""1-2-3-4-3"";""2012-04-18"";""2012-05-16"""
"1-722415150;""27"";""7"";""4"";""Low"";""PROD493"";""1-2-1-2-3-1-3-4"";""2012-04-18"";""2012-05-15"""
"1-722446422;""22"";""4"";""4"";""Low"";""PROD215"";""1-2-3-4-1"";""2012-04-18"";""2012-05-10"""
"1-722446651;""15"";""6"";""7"";""Low"";""PROD196"";""1-2-3-4-5-6-7"";""2012-04-18"";""2012-05-03"""
"1-722464062;""24"";""1"";""2"";""Low"";""PROD549"";""1-2"";""2012-04-18"";""2012-05-12"""
"1-722485381;""22"";""1"";""2"";""Low"";""PROD253"";""1-2"";""2012-04-18"";""2012-05-10"""
"1-722499503;""22"";""4"";""4"";""Low"";""PROD424"";""1-2-3-4-1"";""2012-04-18"";""2012-05-10"""
"1-722551539;""15"";""4"";""4"";""Low"";""PROD85"";""1-2-3-4-1"";""2012-04-18"";""2012-05-03"""
"1-722557526;""27"";""2"";""3"";""Low"";""PROD590"";""1-2-3"";""2012-04-18"";""2012-05-15"""
"1-722557908;""16"";""2"";""2"";""Low"";""PROD698"";""1-2-1"";""2012-04-18"";""2012-05-04"""
"1-722568166;""34"";""4"";""4"";""Low"";""PROD253"";""1-2-3-4-1"";""2012-04-18"";""2012-05-22"""
"1-722579031;""27"";""3"";""3"";""Low"";""PROD797"";""1-2-3-1"";""2012-04-18"";""2012-05-15"""
"1-722586342;""19"";""1"";""2"";""Low"";""PROD321"";""1-2"";""2012-04-18"";""2012-05-07"""
"1-722603802;""22"";""5"";""6"";""Low"";""PROD424"";""1-2-3-4-5-6"";""2012-04-18"";""2012-05-10"""
"1-722633677;""15"";""3"";""3"";""Low"";""PROD16"";""1-2-3-1"";""2012-04-18"";""2012-05-03"""
"1-722653227;""17"";""6"";""7"";""Low"";""PROD9"";""1-2-3-4-5-6-7"";""2012-04-18"";""2012-05-05"""
"1-722676283;""22"";""4"";""5"";""Low"";""PROD279"";""1-2-3-4-5"";""2012-04-18"";""2012-05-10"""
"1-722676834;""20"";""3"";""4"";""Low"";""PROD424"";""1-2-3-4"";""2012-04-19"";""2012-05-09"""
"1-722682307;""22"";""4"";""4"";""Low"";""PROD267"";""1-2-3-4-3"";""2012-04-18"";""2012-05-10"""
"1-722698931;""28"";""11"";""8"";""Low"";""PROD498"";""1-2-3-4-5-6-2-6-7-4-8-7"";""2012-04-18"";""2012-05-16"""
"1-722800373;""20"";""4"";""2"";""Low"";""PROD50"";""1-2-1-2-1"";""2012-04-19"";""2012-05-09"""
"1-726519362;""22"";""7"";""8"";""Low"";""PROD424"";""1-2-3-4-5-6-7-8"";""2012-04-19"";""2012-05-11"""
"1-726530157;""23"";""9"";""6"";""Low"";""PROD229"";""1-2-3-4-5-1-4-1-6-4"";""2012-04-19"";""2012-05-12"""
"1-726546276;""23"";""3"";""3"";""Low"";""PROD256"";""1-2-3-1"";""2012-04-19"";""2012-05-12"""
"1-726546740;""21"";""3"";""4"";""Low"";""PROD424"";""1-2-3-4"";""2012-04-19"";""2012-05-10"""
"1-726625502;""18"";""4"";""4"";""Low"";""PROD401"";""1-2-3-4-1"";""2012-04-19"";""2012-05-07"""
"1-726695193;""25"";""8"";""8"";""Low"";""PROD424"";""1-2-3-4-5-6-3-7-8"";""2012-04-19"";""2012-05-14"""
"1-726696979;""15"";""5"";""4"";""Low"";""PROD38"";""1-2-3-4-3-2"";""2012-04-19"";""2012-05-04"""
"1-726747811;""14"";""1"";""2"";""Low"";""PROD698"";""1-2"";""2012-04-19"";""2012-05-03"""
"1-726754037;""13"";""1"";""2"";""Low"";""PROD424"";""1-2"";""2012-04-19"";""2012-05-02"""
"1-726777605;""14"";""2"";""3"";""Low"";""PROD424"";""1-2-3"";""2012-04-19"";""2012-05-03"""
"1-726797367;""21"";""10"";""9"";""Low"";""PROD793"";""1-2-3-4-5-6-1-7-8-7-9"";""2012-04-19"";""2012-05-10"""
"1-726829050;""33"";""19"";""13"";""Low"";""PROD267"";""1-2-3-1-4-5-6-4-7-8-9-10-11-9-10-9-12-9-13-9"";""2012-04-19"";""2012-05-22"""
"1-726889557;""22"";""9"";""9"";""Low"";""PROD424"";""1-2-3-4-5-4-6-7-8-9"";""2012-04-19"";""2012-05-11"""
"1-726893951;""33"";""12"";""9"";""Low"";""PROD363"";""1-2-3-4-5-2-6-7-8-9-3-8-9"";""2012-04-19"";""2012-05-22"""
"1-726896681;""33"";""4"";""5"";""Low"";""PROD701"";""1-2-3-4-5"";""2012-04-19"";""2012-05-22"""
"1-726908351;""22"";""3"";""4"";""Low"";""PROD464"";""1-2-3-4"";""2012-04-19"";""2012-05-11"""
"1-726908461;""15"";""6"";""6"";""Low"";""PROD424"";""1-2-3-1-4-5-6"";""2012-04-19"";""2012-05-04"""
"1-726943514;""21"";""4"";""4"";""Low"";""PROD205"";""1-2-3-4-3"";""2012-04-19"";""2012-05-10"""
"1-727021332;""23"";""10"";""10"";""Low"";""PROD218"";""1-2-3-4-1-5-6-7-8-9-10"";""2012-04-19"";""2012-05-12"""
"1-727074774;""33"";""15"";""12"";""Low"";""PROD396"";""1-2-3-4-5-6-7-1-8-7-9-10-11-12-6-7"";""2012-04-19"";""2012-05-22"""
"1-727104891;""23"";""1"";""2"";""Low"";""PROD546"";""1-2"";""2012-04-19"";""2012-05-12"""
"1-727152027;""16"";""4"";""4"";""Low"";""PROD494"";""1-2-3-1-4"";""2012-04-19"";""2012-05-05"""
"1-727165553;""15"";""6"";""4"";""Low"";""PROD120"";""1-2-3-2-3-4-3"";""2012-04-19"";""2012-05-04"""
"1-727176381;""26"";""6"";""7"";""Low"";""PROD424"";""1-2-3-4-5-6-7"";""2012-04-20"";""2012-05-16"""
"1-727217586;""21"";""1"";""2"";""Low"";""PROD698"";""1-2"";""2012-04-20"";""2012-05-11"""
"1-727224498;""20"";""6"";""5"";""Low"";""PROD732"";""1-2-3-4-1-2-5"";""2012-04-20"";""2012-05-10"""
"1-728176584;""25"";""4"";""4"";""Low"";""PROD424"";""1-2-3-4-3"";""2012-04-20"";""2012-05-15"""
"1-728181260;""22"";""9"";""9"";""Low"";""PROD424"";""1-2-3-4-5-6-7-8-6-9"";""2012-04-20"";""2012-05-12"""
"1-728245797;""21"";""3"";""4"";""Low"";""PROD42"";""1-2-3-4"";""2012-04-20"";""2012-05-11"""
